Title,Source title,Cited by,Authors Country,Author Keywords,Year
"Ultrasound assisted one-pot, three-components synthesis of pyrimido[1,2-a]benzimidazoles and pyrazolo[3,4-b]pyridines: A new access via phenylsulfone synthon",Ultrasonics Sonochemistry,41,"Egypt, Saudi Arabia","2-aminobenzimidazole, 5-aminopyrazoles, Multicomponent reactions (MCRs), Pyrazolo[3,4-b]pyridines, Pyrimido[1,2-a]benzimidazoles, Ultrasound irradiation",2012
Alcohol selectivity of β3-containing GABAA receptors: Evidence for a unique extracellular alcohol/imidazobenzodiazepine Ro15-4513 binding site at the α+β- subunit interface in αβ3δ GABAa receptors,Neurochemical Research,35,United States,"Alcohol, Alcohol antagonist, Benzodiazepine, Tonic current",2014
Potential Early Markers for Breast Cancer: A Proteomic Approach Comparing Saliva and Serum Samples in a Pilot Study,International Journal of Molecular Sciences,9,United States,"benign, breast cancer, diagnostic, malignant, potential biomarkers, prognostic, protein–protein interaction network, proteomics, saliva, serum",2023
Inhibition effects of novel polyketide compound PPQ-B against influenza A virus replication by interfering with the cellular EGFR pathway,Antiviral Research,18,China,"EGFR pathway, Inflammatory responses, Influenza A virus, Polyketide, Virus replication",2017
Tetherin sensitivity of influenza a viruses is strain specific: Role of hemagglutinin and neuraminidase,Journal of Virology,31,Germany,,2015
Role of receptor binding specificity in influenza A virus transmission and pathogenesis,EMBO Journal,330,Netherlands,"A/H5N1 influenza virus, A/H7N9 influenza virus, airborne transmission, pathogenesis, receptor binding specificity",2014
Genetic changes in influenza A(H3N2) viruses circulating during 2011 to 2013 in northern India (Lucknow),Journal of Medical Virology,2,India,"Epidemic, HA1 gene, Influenza A(H3N2) virus, Mutations, NA gene, Phylogenetic",2015
Fused azolo-quinoxalines: Candidates for medicinal chemistry. a review of their biological applications,Current Medicinal Chemistry,4,France,"Antibacterial, Anticancer, Antiobesity, Antiparasitic, Antiviral, Azolo-quinoxaline, Cardiomodulator, Immunomodulator, Neuromodulator",2021
Carcinogenicity of benzo[a]pyrene derivatives: The bay region theory,Pure and Applied Chemistry,20,"Jersey, United States",,1978
Role of hepatic fatty acid:coenzyme a ligases in the metabolism of xenobiotic carboxylic acids,Clinical and Experimental Pharmacology and Physiology,52,Australia,"Arylpropionyl-coenzyme A thioesters, Coenzyme A, Drug metabolism, Long- chain-fatty acid-coenzyme A-ligase, Xenobiotic carboxylic acids, Xenobiotic- coenzyme A thioesters",1998
Hepatitis A Vaccine: Indirect Evidence of Immune Memory 12 Years after the Primary Course,Journal of Medical Virology,67,Belgium,"Adults, Anamnestic response, Hepatitis A vaccine, Immune memory, Long-term protection",2004
Geometrically constrained derivatives of indolylglyoxylamides as ligands binding the GABA A/BzR complex,Current Topics in Medicinal Chemistry,2,Italy,"[1,2,3]triazolo[1,2-a][1,2,4]benzotriazin-1,5(6H)-diones, [1,2,4]triazino[4,3-a]benzimidazol-4(10H)-ones, BzR ligands",2012
"Stereoselective synthesis of 3,4-dihydropyrrolo[1,2-a]pyrazin-1(2H)-one derivatives as PIM kinase inhibitors inspired from marine alkaloids",Chirality,3,Italy,"anticancer agents, kinase inhibitors, natural product scaffold, PIM kinases, pyrrolopyrazinone, stereoselective synthesis",2022
"Synthesis and biological evaluation of new dipyrrolo[3,4-a:3,4-c]carbazole-1,3,4,6-tetraones, substituted with various saturated and unsaturated side chains via palladium catalyzed cross-coupling reactions",Bioorganic and Medicinal Chemistry,25,France,"Antitumor agents, Chk1 inhibitors, Dipyrrolo[3,4-a:3,4-c]carbazole-1,3,4,6-tetraone, Isogranulatimide",2006
Toxic Doses of Vitamin A for Pityriasis Rubra Pilaris,Archives of Dermatology,37,"Spain, United States",,1980
Withaferin A-related steroids from Withania aristata exhibit potent antiproliferative activity by inducing apoptosis in human tumor cells,European Journal of Medicinal Chemistry,41,Spain,"Antiproliferative, Apoptosis, Caspase-3, Human cancer cell lines, Structure-activity relationship, Withania aristata, Withanolides",2012
"Comparisons of the influenza virus A M2 channel binding affinities, anti-influenza virus potencies and NMDA antagonistic activities of 2-alkyl-2-aminoadamantanes and analogues",Bioorganic and Medicinal Chemistry Letters,27,"Belgium, Spain, United Kingdom, Greece","Amantadine, Aminoadamantane derivatives, Antiviral activity, Binding affinity, Influenza A, M2 ion channel, NMDA antagonistic activity",2008
Swine influenza A (H1N1 Virus): A pandemic disease,Systematic Reviews in Pharmacy,10,India,"Coughing, Fever, H1N1, sore throat, swine flu, swine influenza virus",2011
Identification of myxobacteria-derived HIV inhibitors by a high-throughput two-step infectivity assay,Microbial Cell Factories,33,"Germany, Spain",,2013
"Synthesis of some new thiazolo[3,2-a]pyrido[2,3-d]pyrimidinones and isoxazolo[5′,4′:4,5]thiazolo[3,2-a]pyrido[2,3-d]pyrimidinone","Phosphorus, Sulfur and Silicon and Related Elements",21,Egypt,"α,β-unsaturated ketones, 6-Aminothiouracil, Spectroscopic analysis (NMR, mass)",2002
Synthesis and NMR spectra of 13C-labeled coenzyme A esters,Analytical Biochemistry,3,United States,"<sup>13</sup>C NMR, <sup>13</sup>C-labeling, methylmalonyl-CoA, propionyl-CoA, succinyl-CoA",1986
Protective efficacy of a polyvalent influenza A DNA vaccine against both homologous (H1N1pdm09) and heterologous (H5N1) challenge in the ferret model,Vaccine,8,"Denmark, United Kingdom, Netherlands","Broad protection, DNA vaccine, Ferret, H1N1pdm09, H5N1, Influenza, Pandemic",2021
"Alternate synthesis route of 2-(substituted phenyl)-3,3a-dihydro-8H- pyrazolo[5,1-a[isoindol-8-ones via chalcone-based n-formyl-pyrazolines",Synthetic Communications,6,India,"2-(substituted phenyl)-3,3a-dihydro-8H-pyrazolo[5,l-a[isoindol-8-ones, Chalcone N-formyl-2-pyrazoline, Friedel-Crafts acylation",2013
"Discovery of 1,2,3,4-tetrahydropyrimido[1,2-a]benzimidazoles as novel class of corticotropin releasing factor 1 receptor antagonists",Bioorganic and Medicinal Chemistry,24,Japan,"1,2,3,4-Tetrahydropyrimido[1,2-a]benzimidazole, CRF<sub>1</sub> receptor antagonists, Stress-related disorders, Tricyclic ring system",2018
Modulation of fatty acid metabolism as a potential approach to the treatment of obesity and the metabolic syndrome,Endocrine,88,"India, Japan, United States","Atherosclerosis, Dyslipidemia, Fatty acid oxidation, Fatty acid synthesis, Insulin resistance, Lipogenesis, Obesity",2006
"Fused heterocycles: Synthesis of some new imidazo[1,2-a]-pyridine derivatives",Molecules,24,,"Antituberculous activity, Hydrazones, Imidazo[1,2-a]pyridine, Spirothiazolidines, Thiazolidines",2004
Influenza A virus reassortment is limited by anatomical compartmentalization following coinfection via distinct routes,Journal of Virology,33,"Netherlands, United States","Compartmentalization, Diversity, Ferret, Influenza A virus, Reassortment",2018
Molecular Signature of High Yield (Growth) Influenza A Virus Reassortants Prepared as Candidate Vaccine Seeds,PLoS ONE,15,United States,,2013
Biodegradation of benzo[a]pyrene with immobilized laccase: Genotoxicity of the products in HaCaT and A3 cells,Environmental and Molecular Mutagenesis,21,United States,"1,6-benzo[a]pyrene quinone, 3,6-benzo[a]pyrene quinone, 6,12-benzo[a]pyrene quinone, Benzo[a]pyrene, Comet assay, Fluorescein diacetate",2007
A Survey on Taxonomy of Data Governance for Cloud-Based Services,Lecture Notes in Networks and Systems,0,Australia,"Cloud, Data as a Service (DaaS), Data governance, ESG, Function as a Service (FaaS), Governance as a Service (GaaS), Green governance, SDG, Taxonomy, Virtualisation as a Service (VaaS)",2024
A viable recombinant rhabdovirus lacking its glycoprotein gene and expressing influenza virus hemagglutinin and neuraminidase is a potent influenza vaccine,Journal of Virology,25,"Austria, United States",,2015
Targeting metabolic reprogramming in hepatocellular carcinoma to overcome therapeutic resistance: A comprehensive review,Biomedicine and Pharmacotherapy,3,China,"Drug delivery systems, Hepatocellular carcinoma, Metabolic detection methods, Targeting metabolic reprogramming, Therapeutic resistance",2024
"Rat pharmacokinetics and pharmacodynamics of a sustained release formulation of the GABAA α5-selective compound L-655,708",Drug Metabolism and Disposition,23,United Kingdom,,2006
"Selective inhibition of extra-synaptic α5-GABAA receptors by S44819, a new therapeutic agent",Neuropharmacology,37,"France, United Kingdom, Hungary, United States","Cognition, Extrasynaptic GABA<sub>A</sub> receptors, Long term potentiation, Phasic inhibition, Tonic inhibition, α5-GABA<sub>A</sub> receptors",2017
Exploring cell tropism as a possible contributor to influenza infection severity,PLoS ONE,30,"Canada, Switzerland, United States",,2010
Motilides and motilactides: Design and development of motilin receptor agonists as a new class of gastrointestinal prokinetic drugs,Drugs of the Future,17,United States,,1998
Identification and characterization of novel compounds with broad-spectrum antiviral activity against influenza A and B viruses,Journal of Virology,44,"Spain, United States","Antivirals, Drug treatment, Influenza virus, Orthomyxovirus, Prophylactic, Reporter genes, Therapeutic",2020
Evolution of the M gene of the influenza A virus in different host species: Large-scale sequence analysis,Virology Journal,116,Japan,,2009
Contribution of Fc-dependent cell-mediated activity of a vestigial esterase-targeting antibody against H5N6 virus infection,Emerging Microbes and Infections,5,Singapore,"antibody-dependent cellular cytotoxicity, antibody-dependent cellular phagocytosis, complement dependent cytotoxicity, H5N6, Influenza A virus, monoclonal antibody 9F4, vestigial esterase domain",2020
"Novel [1,2,4]triazolo[1,5-a]pyrimidine derivatives as potent antitubulin agents: Design, multicomponent synthesis and antiproliferative activities",Bioorganic Chemistry,66,China,"Antiproliferative activity, Microtubules, Tubulin polymerization, [1,2,4]Triazolo[1,5-a]pyrimidines",2019
Modelisation of the association mechanism of a series of huperzine derivatives used for Alzheimer disease with human serum albumin: Effect of the magnesium cation,Chromatographia,2,France,"Affinity chromatography, Alzheimer's disease, Column liquid chromatography, Huperzine, Magnesium cation in human serum albumin",2005
Decreased GABA receptor in the striatum and spatial recognition memory deficit in epileptic rats: Effect of Bacopa monnieri and bacoside-A,Journal of Ethnopharmacology,26,India,"Bacopa monnieri, Bacoside-A, Carbamazepine, Epilepsy, Pilocarpine",2010
Detection and identification of SARS-CoV-2 and influenza a based on microfluidic technology,Analytical Methods,0,"China, United States",,2024
"Design, synthesis and biological evaluation of 7-substituted 4-phenyl-6H-imidazo[1,5-a]thieno[3,2-f] [1,4]diazepines as safe anxiolytic agents",European Journal of Medicinal Chemistry,5,Italy,"Anxiolytic agents, Benzodiazepine, CBR, Molecular modelling, Synthesis",2020
Discovery of tetrahydroindazoles as a novel class of potent and in vivo efficacious gamma secretase modulators,Bioorganic and Medicinal Chemistry,9,Germany,"Alzheimer's disease, Aβ42 reduction, Gamma secretase modulators, Tetrahydroindazoles",2018
The metabolic activation of benz[a]anthracene in three biological systems,Cancer Letters,17,United Kingdom,,1981
Characteristics of concatemeric GABA A receptors containing α4/δ subunits expressed in Xenopus oocytes,British Journal of Pharmacology,44,United States,"acetylcholine, GABA, ligand-gated channels, molecular pharmacology, neuropharmacology, steroids/neurosteroids",2012
Comparison of the usefulness of the CACO-2 cell line with standard substrates for isolation of swine influenza A viruses,Journal of Virological Methods,28,Italy,"CACO-2, Embryonated chicken eggs, Isolation, MDCK, Swine influenza A virus",2010
Baicalin inhibits influenza virus A replication via activation of type I IFN signaling by reducing miR‑146a,Molecular Medicine Reports,38,China,"Baicalin, H1N1, H3N2, IFN, MiR‑146a, TRAF6, Type I interferon",2019
Unprecedented acetoacetyl-coenzyme A synthesizing enzyme of the thiolase superfamily involved in the mevalonate pathway,Proceedings of the National Academy of Sciences of the United States of America,73,Japan,"Acetoacetyl-CoA, Streptomyces, Terpenoid",2010
"Synthesis and biological evaluation of some pyrimidine, pyrimido[2,1-b][1,3]thiazine and thiazolo[3,2-a]pyrimidine derivatives",Acta Pharmaceutica,85,Egypt,"Antimicrobial activity, Pyrimidine, Pyrimidothiazine, Thiazolopyrimidine",2006
"Cloning and characterization of helicobacter pylori succinyl CoA:Acetoacetate CoA-transferase, a novel prokaryotic member of the CoA- transferase family",Journal of Biological Chemistry,49,"Switzerland, United States",,1997
"NA Proteins of Influenza A Viruses H1N1/2009, H5N1, and H9N2 Show Differential Effects on Infection Initiation, Virus Release, and Cell-Cell Fusion",PLoS ONE,13,China,,2013
Recruitment of Plasma Membrane GABA-A Receptors by Submembranous Gephyrin/Collybistin Clusters,Cellular and Molecular Neurobiology,1,United States,"ARHGEF9, Collybistin, GABA<sub>A</sub> receptors, GABAergic synapse, Gephyrin, hPEM2",2022
A packaged paper fluidic-based microdevice for detecting gene expression of influenza A virus,Biosensors and Bioelectronics,26,,"Gene expression, Immunochromatographic strip, Influenza A virus, Reverse transcriptase-polymerase chain reaction, Subtyping",2014
