Title,Source title,Cited by,Authors Country,Author Keywords,Year
"First synthesis of 2,3,4-tri-O-benzyl-5-thio-D-ribono-1,5-lactone",Synthesis,1.0,France,"2,3,4-tri-O-benzyl-5-thio-D-ribono-1,5-lactone, D-ribono-1,4-lactone, DIC-HOBt, Methyl 5-bromo-5-deoxy-D-ribonate",2005
Structural relationships between genetically closely related O-antigens of Escherichia coli and Shigella spp.,Biochemistry (Moscow),5.0,"China, Russian Federation","Escherichia coli, O-antigen gene cluster, O-polysaccharide structure, Shigella boydii, Shigella dysenteriae",2016
"Structure of the O-antigen of a novel Shigella flexneri serotype, 1d (I: 7,8)",Carbohydrate Research,10.0,"Australia, China, Russian Federation","Bacterial polysaccharide structure, O-antigen, Phage-encoded glucosylation, Serological classification, Shigella flexneri",2013
O-GlcNAc regulates gene expression by controlling detained intron splicing,Nucleic Acids Research,61.0,United States,,2021
Polyethylene glycol-stabilized platinum nanoparticles: The efficient and recyclable catalysts for selective hydrogenation of o-chloronitrobenzene to o-chloroaniline,Journal of Colloid and Interface Science,53.0,China,"Hydrogenation, o-Chloronitrobenzene, Platinum nanoparticles, Polyethylene glycols",2009
Structure and gene cluster of a tyvelose-containing O-polysaccharide of an entomopathogenic bacterium Yersinia entomophaga MH96T related to Yersinia pseudotuberculosis,Carbohydrate Research,1.0,"New Zealand, Russian Federation","Bacterial polysaccharide structure, Lipopolysaccharide, O-antigen, O-specific polysaccharide, Tyvelose, Yersinia entomophaga, Yersinia pseudotuberculosis",2017
Molecular cloning and characterization of chondroitin-4-O-sulfotransferase-3: A novel member of the HNK-1 family of sulfotransferases,Journal of Biological Chemistry,76.0,"Germany, United States",,2002
Novel synthesis and in vitro drug release of polymeric prodrug: Chitosan-O-isopropyl-5′-O-d4T monophosphate conjugate,Bioorganic and Medicinal Chemistry Letters,23.0,China,"Chitosan-nucleoside monophosphate conjugate, Drug delivery, Phosphoramidate linkage, Polymeric prodrugs",2009
"Synthesis of Acyclic C-Nucleoside Analogues Using (E)-1,2-Dideoxy-1- dimethylamino-4,5:6,7-di-O-isopropylidene-D-arabino-hept-1-en-3-ulose",Journal of Carbohydrate Chemistry,5.0,Germany,"C-Nucleoside analogues, Heptenuloses, Push-pull alkenes, Pyrazoles, Pyrimidines, Tetritols",2003
"Structure of the O-specific polysaccharide from the lipopolysaccharide of Aeromonas hydrophila strain K691 containing 4-acetamido-4,6-dideoxy-D-glucose",Carbohydrate Research,7.0,Poland,"4-Amino-4,6-dideoxy-D-glucose, Aeromonas hydrophila, Fish pathogen, LPS, O-Acetylation, O-Antigen, O-specific polysaccharide",2017
Dynamic O-GlcNAcylation and its roles in the cellular stress response and homeostasis,Cell Stress and Chaperones,117.0,United States,"O-GlcNAc, O-GlcNAc transferase, O-GlcNAcase, Post-translational modification, Signal transduction, Stress",2013
"Magnetic core-shell Fe3O4@C-SO3H as an efficient and renewable 'Green catalyst' for the synthesis of O-2,3-unsaturated Glycopyra-nosides",Synlett,9.0,China,"Fe<sub>3</sub>O<sub>4</sub>@C-SO<sub>3</sub>H, Ferrier rearrangement, Magnetic core shell, O-2,3-unsaturated glycosides, Recyclable catalyst",2017
Structural and serological relatedness of the O-antigens of Proteus penneri 1 and 4 from a novel Proteus serogroup O72,European Journal of Biochemistry,11.0,"Poland, Russian Federation","Lipopolysaccharide, O-antigen, O-serogroup, O-specific polysaccharide, Proteus penneri",2002
A new method to I/O combination on RAID controller,"Proceedings - International Conference on Computer Science and Software Engineering, CSSE 2008",0.0,China,"I/O-Combination, RAID, Scatter/Gather Small-write, Scheduling-Strategy",2008
LABIOS: A distributed Label-based I/O system,HPDC 2019- Proceedings of the 28th International Symposium on High-Performance Parallel and Distributed Computing,12.0,United States,"Datalabels, Elastic storage, Energy-aware I/O, Exascale I/O, Heterogeneous I/O, Label-based I/O, Storage bridging, Task-based I/O",2019
"Poly(o-anisidine), its composites, derivatives and applications: A review",Polymers for Advanced Technologies,1.0,India,"anticorrosion, conductive polymer, poly(o-anisidine), poly(o-anisidine) composites, supercapacitor",2024
Human and rodent temporal lobe epilepsy is characterized by changes in O-GlcNAc homeostasis that can be reversed to dampen epileptiform activity,Neurobiology of Disease,19.0,"United Kingdom, United States","Electroencephalogram, Electrophysiology, Hippocampus, Magnetic resonance imaging, Mass spectrometry, O-GlcNAcylation, Post-translational modification, Thiamet-G",2019
Structure and genetics of the O-antigen of Enterobacter cloacae G3054 containing di-N-acetylpseudaminic acid,Carbohydrate Research,9.0,"China, Russian Federation","Bacterial polysaccharide structure, Enterobacter cloacae, O-antigen, O-antigen gene cluster, Pseudaminic acid",2015
I/O feature-based file prefetching for multi-applications,"Proceedings - 9th International Conference on Grid and Cloud Computing, GCC 2010",2.0,China,"I/O access patterns, I/O feature, I/O performance, I/O prefetching",2010
Synthesis of 5′-O-β-d-glucopyranosyl and 5′-O-β-d-galactopyranosyl derivatives of ribavirin,Carbohydrate Research,5.0,United States,,1987
"5-O-Mycaminosyltylonolide antibacterial derivatives: Design, synthesis and bioactivity",Journal of Antibiotics,15.0,"Germany, Japan",,2017
Vanillic acid 4-O-β-D-(6′-O-galloyl) glucopyranoside and other constituents from the bark of Terminalia macroptera Guill. et Perr.,Natural Product Letters,23.0,Germany,"3,3′,4′-O-trimethylellagic acid, Antimicrobial activity, Combretaceae, Terminalia macroptera, Triterpene glucopyranosyl esters, Vanillic acid 4-O-β-D-(6′-O-galloyl) glucopyranoside",2001
Peripheral antinociceptive efficacy and potency of a novel opioid compound 14-O-MeM6SU in comparison to known peptide and non-peptide opioid agonists in a rat model of inflammatory pain,European Journal of Pharmacology,18.0,"Germany, Hungary","14-O-MeM6SU, Analgesia, Inflammatory pain, Opioid agonist efficacy, Peripheral opioid receptor",2013
Biological functions of glycosyltransferase genes involved in O-fucose glycan synthesis,Journal of Biochemistry,22.0,Japan,"Fringe, Notch, O-fucose, O-fucosyltransferase, O-glucose",2008
Structural and molecular characterization of Shigella boydii type 16 O antigen,Gene,13.0,"China, Russian Federation","O antigen gene cluster, O antigen polymerase gene (wzy), S. boydii type 16",2006
Synthesis of oligoribonucleotides containing 2'-o-methoxymethyl group by the phosphotriester method,"Nucleosides, Nucleotides and Nucleic Acids",0.0,Russian Federation,"methoxymethyl group, Oligoribonucleotides, phosphotriester method, synthesis",2011
"Narciclasine-4-O-β-D-xylopyranoside, a new narciclasine glycoside from Zephyranthes minuta",Natural Product Research,11.0,India,"Amaryllidaceae alkaloid, cytotoxic activity, Narciclasine-4-O-β-D-xylopyranoside, Zephyranthes minuta",2020
A new 8-O-4'-neolignan from twigs and leaves of Ervatamia hainanensis,Chinese Traditional and Herbal Drugs,0.0,China,"8-O-4'-neolignan, Dehydrodiconiferyl alcohol, Ervatamia (A. DC.) Stapf, Ervatamia hainanensis Tsiang, Hainanervaligan A, Lignans",2017
Synthesis of 2′-O-[3-(N-methylsulfamoyl)propan-1-yl]ribothymidine as a potentially applicable 2′-modified nucleoside for antisense oligonucleotides,Bioorganic and Medicinal Chemistry,2.0,Japan,"2′-O-modified nucleic acids, Antisense nucleic acids, Sulfonamide",2022
FIOS: A Flexible virtualized I/O Subsystem to alleviate interference among Virtual Machines,"Proceedings of the 6th International Conference on Ubiquitous Information Management and Communication, ICUIMC'12",1.0,China,"Cloud computing, I/O, Virtualization, Xen",2012
Synthesis of the sodium salts of methyl 2-O-α-l-fucopyranosyl-α-l-fucopyranoside 3- and 4-sulfate,Carbohydrate Research,20.0,United States,,1990
"3-O-,4-O-Diacetylisoprotterenol and 3-O-,4-O-dibenzoylisoproterenol: Hypothermic effects in mice and the involvement of β-adrenergic receptors",European Journal of Pharmacology,5.0,United States,"Isoproterenol, Prodrug, Temperature regulation, β-Agonists",1981
Design and molecular docking of novel 5-O-Benzoylpinostrobin derivatives as anti-breast cancer,Thai Journal of Pharmaceutical Sciences,13.0,Indonesia,"Benzoylpinostrobin, Breast cancer, Human epidermal growth factor receptor 2, Molecular docking, Pinostrobin",2019
In Vitro Biochemical Assays for O-GlcNAc-Processing Enzymes,ChemBioChem,6.0,,"O-GlcNAc, O-GlcNAcase, OGA assays, OGT assays, post-translational modifications, transferases",2017
New nucleoside hydrolase with transribosylation activity from Agromyces sp. MM-1 and its application for enzymatic synthesis of 2′-O-methylribonucleosides,Journal of Bioscience and Bioengineering,6.0,Japan,"2′-O-Methylribonucleosides, Agromyces, Nucleic acid drugs, Nucleoside hydrolase, Transribosylation",2018
Disruption of GM2/GD2 synthase gene resulted in overt expression of 9-O-acetyl GD3 irrespective of Tis21,Journal of Neurochemistry,34.0,Japan,"9-O-acetyl GD3, Brain, Ganglioside, Knockout, Neuron, O-acetylation",2008
"Crystal structure and solid state 13C NMR analysis of N-(methyl 3,4,6-tri-O-acetyl-α, and β-D-glucopyranosid-2-yl)-oxamide derivative of p-chloroaniline, N,N-diethylamine, N-methylaniline and N-ethylaniline",Carbohydrate Research,7.0,Poland,"<sup>13</sup>C NMR analysis, Crystal structure, X-ray diffraction analysis",2001
"Synthesis of 1-O-alkyl-sn-glycerols and fluorescently labeled analogs from 2,5-O-methylene-d-mannitol as precursor",Chemistry and Physics of Lipids,3.0,Germany,"1-O-(12-NBD-aminododecyl) -sn-glycerol, 1-O-hexadecyl-sn-glycerol, 2,2′-O-methylene-bis-(3 -O-trityl-sn-glycerol), 2,5-O-methylene-d-mannitol, Fluorescently labeled ether lipids, Glyceryl ethers",1993
Structures of the core oligosaccharide and O-units in the R- and SR-type lipopolysaccharides of reference strains of Pseudomonas aeruginosa O-serogroups,FEMS Immunology and Medical Microbiology,55.0,"Germany, Russian Federation, United States","Core oligosaccharide, Lipopolysaccharide structure, O-antigen, O-unit, Pseudomonas aeruginosa",2006
"First total synthesis of the natural product 1,3-di-O-galloyl-4,6-O-(S)-hexahydroxydiphenoyl-β-D-glucopyranoside",Tetrahedron,20.0,Germany,"D-glucopyranoside, Ellagitannin, Total synthesis",2002
"Enhanced Levels of Lipid Peroxidation and Xanthine Oxidase Activity in the Lung of Male Sprague‐Dawley Rats Following Treatment with O,O,S‐Trimethyl Phosphorothioate",Pharmacology & Toxicology,1.0,Japan,,1994
IP-LC-MSMS Enables Identification of Three Tau O-GlcNAcylation Sites as O-GlcNAcase Inhibition Pharmacodynamic Readout in Transgenic Mice Overexpressing Human Tau,Journal of Proteome Research,2.0,"Belgium, Spain","Alzheimer’s disease, IP-LC-MSMS, O-GlcNAc hydrolase inhibition, P301S transgenic mouse brain homogenates, tau O-GlcNAcylation",2023
Labelled organophosphorus pesticides IV. Syntheses of optically active O‐aryl O‐ethyl phenylphosphonothioates labelled with carbon‐14,Journal of Labelled Compounds and Radiopharmaceuticals,4.0,Japan,"Carbon‐14, Cyanofenphos, EPN, Optically Active, Organophosphorus Pesticide",1980
Synthesis and Evaluation of 5-(o-Tolyl)-1H-tetrazole Derivatives as Potent Anticonvulsant Agents,Archiv der Pharmazie,7.0,China,"5-(o-Tolyl)-1H-tetrazole derivatives, Anticonvulsant, Synthesis",2017
Synthesis of bidesmosidic dihydrodiosgenin saponins bearing a 3-O-β-chacotriosyl moiety,Carbohydrate Research,17.0,China,"1-BBTZ, 1-(benzoyloxy)benzotriazole, DMAP, 4-(dimethylamino)pyridine, SRB, sulforhodamine B, TBAF, tetrabutylammonium fluoride, TBDMS, tert-butyldimethylsilyl-, TBDPS, tert-butyldiphenylsilyl-",2004
Transport and Acceleration of O+ Ions in Upstream Solar Wind Due To Impact of an IMF Discontinuity: 3D Global Hybrid Simulation,Geophysical Research Letters,1.0,United States,"escaped O<sup>+</sup> ions, non-adiabatic energization, O<sup>+</sup> gyration, O<sup>+</sup> ion circulation, ring current O<sup>+</sup> ions",2023
Syntheses of the L-manno and some other analogs of the terminal determinants of the O-PS of Vibrio cholerae O:1,Carbohydrate Research,11.0,United States,"Brucella abortus, Perosamine, Vibrio cholerae O:1, Yersinia enterocolitica",2001
Structure and gene cluster of the O-antigen of Escherichia coli O140,Carbohydrate Research,1.0,"China, Russian Federation","Bacterial polysaccharide structure, Escherichia coli, Lipopolysaccharide, O-antigen, O-antigen gene cluster",2015
First synthesis of a natural neopterin glycoside: 3'-o-(β-d-glucopyranosyl-uronic acid)neopterin,Pteridines,4.0,Japan,"D-glucronic acid, Glycosylation, Neopterin glycoside, Protecting groups",2010
"1,2-O-Trichloroethylidene acetal group protected 3,5-dieno-1,4-furanose derivatives",Carbohydrate Research,8.0,,"Chloralose, Cyclic acetals, Trichloroethylidene acetals, Unsaturated sugar derivatives",2003
O-displays and π-divisible formal O-modules,Journal of Algebra,13.0,"China, Germany","Grothendieck-Messing crystals, O-displays, O-frames, O-windows, Universal extensions, π-Divisible formal O-modules",2016
On the Possibility of Direct O-1β→ -6 Acyl Migration in l-O-Acyl-β-D-glucose Derivatives,Chemical and Pharmaceutical Bulletin,13.0,Japan,"3-deoxy-l-O- myristoyl-β-D-glucopyranose, 3-O-methyl-1-O-mvristovl-β-D-glucopyranose, acyl migration, O-lβ→-6 acyl migration, tuliposide",1983
Specific diagnosis and follow-up of HIV-1 group O infection: RES-O data; [Diagnostic spécifique et prise en charge des infections par un VIH-1 groupe O: données de RES-O],Medecine et Maladies Infectieuses,20.0,France,"Charge virale VIH-O, HIV-1 group O, HIV-O viral load, Natural polymorphism, Natural resistance, Polymorphisme naturel, Résistance, VIH-1 groupe O",2010
Interfacial Fe−O−Ni−O−Fe Bonding Regulates the Active Ni Sites of Ni-MOFs via Iron Doping and Decorating with FeOOH for Super-Efficient Oxygen Evolution,Angewandte Chemie - International Edition,280.0,China,"Electrocatalytic Performance, FeOOH Decoration, Fe−O−Ni−O−Fe Bonding, Iron Dopant, Oxygen Evolution Reaction",2022
"Structures of the O-antigens of Escherichia coli O13, O129, and O135 related to the O-antigens of Shigella flexneri",Carbohydrate Research,29.0,"China, Russian Federation","Bacterial polysaccharide structure, Escherichia coli, Glucosylation site, O-Acetylation, O-Antigen, Shigella flexneri",2010
A complete view of the genetic diversity of the Escherichia coli O-antigen biosynthesis gene cluster,DNA Research,136.0,"United Kingdom, Japan","E. coli, Genomic diversity, Horizontal gene transfer, O serogroup, O-antigen biosynthesis gene cluster",2015
"Synthesis of a symmetric tetrakis-epoxide from a 3,4-D-mannitol bridged o,o-cyclophane",Tetrahedron,5.0,France,"Cyclophane, Enantiomeric purity, Tetrakis-epoxide",2001
The preparation of 2-O-[1′-14C]arachidonoyl-1-O-stearoyl- sn-glycerol,Journal of Labelled Compounds and Radiopharmaceuticals,3.0,United States,"2-AG, 2-arachidonoylglycerol, 2-O-arachidonoyl-1-O-stearoyl-sn-glycerol, <sup>14</sup>C-labeled, Diacylglycerol",2009
The potential role of O-GlcNAc modification in cancer epigenetics,Cellular and Molecular Biology Letters,27.0,Poland,"Cancer, Histone modifications, Host cell factor 1, O-GlcNAc transferase, O-GlcNAcylation, Polycomb, Ten-eleven translocation",2014
Off-target effect of the Epac agonist 8-pCPT-2'-O-Me-cAMP on P2Y12 receptors in blood platelets,Biochemical and Biophysical Research Communications,17.0,Norway,"ADP, Blood platelets, cAMP, Epac, P2Y<sub>12</sub> receptor, Thromboxane",2013
An adaptive method for maintaining I/O data coherence of multi-core systems,Tien Tzu Hsueh Pao/Acta Electronica Sinica,1.0,China,"I/O access pattern, I/O consistency, I/O virtualization, Multi-cores processor",2011
ON π-DIVISIBLE O-MODULES OVER FIELDS OF CHARACTERISTIC p*,Asian Journal of Mathematics,0.0,China,"completely slope divisible O-module, Dieudonné O-module, O-crystal, O-isocrystal, Oort filtration, slope filtration, Traverso’s isogeny conjecture, π-divisible O-module",2023
"Montmorillonite K-10 clay-catalyzed Ferrier rearrangement of 2-C-hydroxymethyl-D-glycals, 3,4,6-tri-O-alkyl-D-glycals, and 3,4-(dihydro-2H-pyran-5-yl)methanol: A few unexpected domino transformations",Carbohydrate Research,16.0,India,"Allylic transposition, Carbohydrates, Ferrier rearrangement, Glycals, Microwave irradiation, Montmorillonite K-10",2011
